"model","method","replication","q","fpr","ssp"
"Nonparametric nonlinear","Spearman SIS",6,0.3,0.288442211055276,1
"Nonparametric nonlinear","mfscreen",7,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",7,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",7,0.01,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",7,0.025,0.0190954773869347,1
"Nonparametric nonlinear","mfscreen",7,0.05,0.0462311557788945,1
"Nonparametric nonlinear","mfscreen",7,0.1,0.103517587939698,1
"Nonparametric nonlinear","mfscreen",7,0.2,0.215075376884422,1
"Nonparametric nonlinear","mfscreen",7,0.3,0.314572864321608,1
"Nonparametric nonlinear","Pearson SIS",7,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Pearson SIS",7,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",7,0.01,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",7,0.025,0.0170854271356784,1
"Nonparametric nonlinear","Pearson SIS",7,0.05,0.0482412060301508,1
"Nonparametric nonlinear","Pearson SIS",7,0.1,0.100502512562814,1
"Nonparametric nonlinear","Pearson SIS",7,0.2,0.212060301507538,1
"Nonparametric nonlinear","Pearson SIS",7,0.3,0.315577889447236,1
"Nonparametric nonlinear","Spearman SIS",7,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",7,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",7,0.01,0.00603015075376884,1
"Nonparametric nonlinear","Spearman SIS",7,0.025,0.0120603015075377,1
"Nonparametric nonlinear","Spearman SIS",7,0.05,0.0452261306532663,1
"Nonparametric nonlinear","Spearman SIS",7,0.1,0.0984924623115578,1
"Nonparametric nonlinear","Spearman SIS",7,0.2,0.210050251256281,1
"Nonparametric nonlinear","Spearman SIS",7,0.3,0.29748743718593,1
"Nonparametric nonlinear","mfscreen",8,0.001,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",8,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",8,0.01,0.0100502512562814,1
"Nonparametric nonlinear","mfscreen",8,0.025,0.0221105527638191,1
"Nonparametric nonlinear","mfscreen",8,0.05,0.0442211055276382,1
"Nonparametric nonlinear","mfscreen",8,0.1,0.0844221105527638,1
"Nonparametric nonlinear","mfscreen",8,0.2,0.203015075376884,1
"Nonparametric nonlinear","mfscreen",8,0.3,0.296482412060302,1
"Nonparametric nonlinear","Pearson SIS",8,0.001,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",8,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",8,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",8,0.025,0.0221105527638191,1
"Nonparametric nonlinear","Pearson SIS",8,0.05,0.0452261306532663,1
"Nonparametric nonlinear","Pearson SIS",8,0.1,0.0874371859296482,1
"Nonparametric nonlinear","Pearson SIS",8,0.2,0.207035175879397,1
"Nonparametric nonlinear","Pearson SIS",8,0.3,0.296482412060302,1
"Nonparametric nonlinear","Spearman SIS",8,0.001,0,0
"Nonparametric nonlinear","Spearman SIS",8,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",8,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",8,0.025,0.0251256281407035,1
"Nonparametric nonlinear","Spearman SIS",8,0.05,0.0402010050251256,1
"Nonparametric nonlinear","Spearman SIS",8,0.1,0.092462311557789,1
"Nonparametric nonlinear","Spearman SIS",8,0.2,0.203015075376884,1
"Nonparametric nonlinear","Spearman SIS",8,0.3,0.291457286432161,1
"Nonparametric nonlinear","mfscreen",9,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",9,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",9,0.01,0.0100502512562814,1
"Nonparametric nonlinear","mfscreen",9,0.025,0.021105527638191,1
"Nonparametric nonlinear","mfscreen",9,0.05,0.050251256281407,1
"Nonparametric nonlinear","mfscreen",9,0.1,0.103517587939698,1
"Nonparametric nonlinear","mfscreen",9,0.2,0.193969849246231,1
"Nonparametric nonlinear","mfscreen",9,0.3,0.307537688442211,1
"Nonparametric nonlinear","Pearson SIS",9,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",9,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Pearson SIS",9,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",9,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Pearson SIS",9,0.05,0.0482412060301508,1
"Nonparametric nonlinear","Pearson SIS",9,0.1,0.100502512562814,1
"Nonparametric nonlinear","Pearson SIS",9,0.2,0.198994974874372,1
"Nonparametric nonlinear","Pearson SIS",9,0.3,0.304522613065327,1
"Nonparametric nonlinear","Spearman SIS",9,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",9,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",9,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",9,0.025,0.0221105527638191,1
"Nonparametric nonlinear","Spearman SIS",9,0.05,0.0422110552763819,1
"Nonparametric nonlinear","Spearman SIS",9,0.1,0.106532663316583,1
"Nonparametric nonlinear","Spearman SIS",9,0.2,0.208040201005025,1
"Nonparametric nonlinear","Spearman SIS",9,0.3,0.300502512562814,1
"Nonparametric nonlinear","mfscreen",10,0.001,0,1
"Nonparametric nonlinear","mfscreen",10,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",10,0.01,0.0110552763819095,1
"Nonparametric nonlinear","mfscreen",10,0.025,0.0281407035175879,1
"Nonparametric nonlinear","mfscreen",10,0.05,0.0492462311557789,1
"Nonparametric nonlinear","mfscreen",10,0.1,0.0904522613065327,1
"Nonparametric nonlinear","mfscreen",10,0.2,0.18894472361809,1
"Nonparametric nonlinear","mfscreen",10,0.3,0.293467336683417,1
"Nonparametric nonlinear","Pearson SIS",10,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",10,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",10,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",10,0.025,0.0261306532663317,1
"Nonparametric nonlinear","Pearson SIS",10,0.05,0.0532663316582915,1
"Nonparametric nonlinear","Pearson SIS",10,0.1,0.092462311557789,1
"Nonparametric nonlinear","Pearson SIS",10,0.2,0.182914572864322,1
"Nonparametric nonlinear","Pearson SIS",10,0.3,0.292462311557789,1
"Nonparametric nonlinear","Spearman SIS",10,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",10,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Spearman SIS",10,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",10,0.025,0.021105527638191,1
"Nonparametric nonlinear","Spearman SIS",10,0.05,0.0422110552763819,1
"Nonparametric nonlinear","Spearman SIS",10,0.1,0.0904522613065327,1
"Nonparametric nonlinear","Spearman SIS",10,0.2,0.18894472361809,1
"Nonparametric nonlinear","Spearman SIS",10,0.3,0.278391959798995,1
"Nonparametric nonlinear","mfscreen",11,0.001,0,1
"Nonparametric nonlinear","mfscreen",11,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",11,0.01,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",11,0.025,0.021105527638191,1
"Nonparametric nonlinear","mfscreen",11,0.05,0.0472361809045226,1
"Nonparametric nonlinear","mfscreen",11,0.1,0.101507537688442,1
"Nonparametric nonlinear","mfscreen",11,0.2,0.2,1
"Nonparametric nonlinear","mfscreen",11,0.3,0.295477386934673,1
"Nonparametric nonlinear","Pearson SIS",11,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",11,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",11,0.01,0.00904522613065327,1
"Nonparametric nonlinear","Pearson SIS",11,0.025,0.0231155778894472,1
"Nonparametric nonlinear","Pearson SIS",11,0.05,0.050251256281407,1
"Nonparametric nonlinear","Pearson SIS",11,0.1,0.101507537688442,1
"Nonparametric nonlinear","Pearson SIS",11,0.2,0.194974874371859,1
"Nonparametric nonlinear","Pearson SIS",11,0.3,0.294472361809045,1
"Nonparametric nonlinear","Spearman SIS",11,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",11,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",11,0.01,0.00904522613065327,1
"Nonparametric nonlinear","Spearman SIS",11,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Spearman SIS",11,0.05,0.0482412060301508,1
"Nonparametric nonlinear","Spearman SIS",11,0.1,0.0964824120603015,1
"Nonparametric nonlinear","Spearman SIS",11,0.2,0.2,1
"Nonparametric nonlinear","Spearman SIS",11,0.3,0.31356783919598,1
"Nonparametric nonlinear","mfscreen",12,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",12,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",12,0.01,0.00703517587939699,1
"Nonparametric nonlinear","mfscreen",12,0.025,0.0221105527638191,1
"Nonparametric nonlinear","mfscreen",12,0.05,0.0522613065326633,1
"Nonparametric nonlinear","mfscreen",12,0.1,0.108542713567839,1
"Nonparametric nonlinear","mfscreen",12,0.2,0.203015075376884,1
"Nonparametric nonlinear","mfscreen",12,0.3,0.30251256281407,1
"Nonparametric nonlinear","Pearson SIS",12,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",12,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",12,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Pearson SIS",12,0.025,0.0190954773869347,1
"Nonparametric nonlinear","Pearson SIS",12,0.05,0.0512562814070352,1
"Nonparametric nonlinear","Pearson SIS",12,0.1,0.106532663316583,1
"Nonparametric nonlinear","Pearson SIS",12,0.2,0.201005025125628,1
"Nonparametric nonlinear","Pearson SIS",12,0.3,0.306532663316583,1
"Nonparametric nonlinear","Spearman SIS",12,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",12,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Spearman SIS",12,0.01,0.00904522613065327,1
"Nonparametric nonlinear","Spearman SIS",12,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Spearman SIS",12,0.05,0.0522613065326633,1
"Nonparametric nonlinear","Spearman SIS",12,0.1,0.109547738693467,1
"Nonparametric nonlinear","Spearman SIS",12,0.2,0.209045226130653,1
"Nonparametric nonlinear","Spearman SIS",12,0.3,0.296482412060302,1
"Nonparametric nonlinear","mfscreen",13,0.001,0.00100502512562814,1
"Nonparametric nonlinear","mfscreen",13,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",13,0.01,0.0150753768844221,1
"Nonparametric nonlinear","mfscreen",13,0.025,0.0251256281407035,1
"Nonparametric nonlinear","mfscreen",13,0.05,0.0592964824120603,1
"Nonparametric nonlinear","mfscreen",13,0.1,0.10251256281407,1
"Nonparametric nonlinear","mfscreen",13,0.2,0.194974874371859,1
"Nonparametric nonlinear","mfscreen",13,0.3,0.290452261306533,1
"Nonparametric nonlinear","Pearson SIS",13,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Pearson SIS",13,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",13,0.01,0.014070351758794,1
"Nonparametric nonlinear","Pearson SIS",13,0.025,0.0251256281407035,1
"Nonparametric nonlinear","Pearson SIS",13,0.05,0.0582914572864322,1
"Nonparametric nonlinear","Pearson SIS",13,0.1,0.106532663316583,1
"Nonparametric nonlinear","Pearson SIS",13,0.2,0.197989949748744,1
"Nonparametric nonlinear","Pearson SIS",13,0.3,0.28643216080402,1
"Nonparametric nonlinear","Spearman SIS",13,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",13,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Spearman SIS",13,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Spearman SIS",13,0.025,0.0311557788944724,1
"Nonparametric nonlinear","Spearman SIS",13,0.05,0.064321608040201,1
"Nonparametric nonlinear","Spearman SIS",13,0.1,0.110552763819095,1
"Nonparametric nonlinear","Spearman SIS",13,0.2,0.191959798994975,1
"Nonparametric nonlinear","Spearman SIS",13,0.3,0.277386934673367,1
"Nonparametric nonlinear","mfscreen",14,0.001,0,1
"Nonparametric nonlinear","mfscreen",14,0.005,0.00201005025125628,1
"Nonparametric nonlinear","mfscreen",14,0.01,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",14,0.025,0.0201005025125628,1
"Nonparametric nonlinear","mfscreen",14,0.05,0.0522613065326633,1
"Nonparametric nonlinear","mfscreen",14,0.1,0.106532663316583,1
"Nonparametric nonlinear","mfscreen",14,0.2,0.223115577889447,1
"Nonparametric nonlinear","mfscreen",14,0.3,0.325628140703518,1
"Nonparametric nonlinear","Pearson SIS",14,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",14,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Pearson SIS",14,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",14,0.025,0.0201005025125628,1
"Nonparametric nonlinear","Pearson SIS",14,0.05,0.0522613065326633,1
"Nonparametric nonlinear","Pearson SIS",14,0.1,0.104522613065327,1
"Nonparametric nonlinear","Pearson SIS",14,0.2,0.21608040201005,1
"Nonparametric nonlinear","Pearson SIS",14,0.3,0.323618090452261,1
"Nonparametric nonlinear","Spearman SIS",14,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",14,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",14,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Spearman SIS",14,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Spearman SIS",14,0.05,0.0422110552763819,1
"Nonparametric nonlinear","Spearman SIS",14,0.1,0.0994974874371859,1
"Nonparametric nonlinear","Spearman SIS",14,0.2,0.218090452261307,1
"Nonparametric nonlinear","Spearman SIS",14,0.3,0.321608040201005,1
"Nonparametric nonlinear","mfscreen",15,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",15,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",15,0.01,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",15,0.025,0.0180904522613065,1
"Nonparametric nonlinear","mfscreen",15,0.05,0.0422110552763819,1
"Nonparametric nonlinear","mfscreen",15,0.1,0.0954773869346734,1
"Nonparametric nonlinear","mfscreen",15,0.2,0.190954773869347,1
"Nonparametric nonlinear","mfscreen",15,0.3,0.285427135678392,1
"Nonparametric nonlinear","Pearson SIS",15,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Pearson SIS",15,0.005,0.00402010050251256,1
"Nonparametric nonlinear","Pearson SIS",15,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Pearson SIS",15,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Pearson SIS",15,0.05,0.0391959798994975,1
"Nonparametric nonlinear","Pearson SIS",15,0.1,0.0934673366834171,1
"Nonparametric nonlinear","Pearson SIS",15,0.2,0.184924623115578,1
"Nonparametric nonlinear","Pearson SIS",15,0.3,0.288442211055276,1
"Nonparametric nonlinear","Spearman SIS",15,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",15,0.005,0.00201005025125628,1
"Nonparametric nonlinear","Spearman SIS",15,0.01,0.00402010050251256,1
"Nonparametric nonlinear","Spearman SIS",15,0.025,0.0180904522613065,1
"Nonparametric nonlinear","Spearman SIS",15,0.05,0.050251256281407,1
"Nonparametric nonlinear","Spearman SIS",15,0.1,0.0914572864321608,1
"Nonparametric nonlinear","Spearman SIS",15,0.2,0.186934673366834,1
"Nonparametric nonlinear","Spearman SIS",15,0.3,0.284422110552764,1
"Nonparametric nonlinear","mfscreen",16,0.001,0.00201005025125628,0
"Nonparametric nonlinear","mfscreen",16,0.005,0.00804020100502513,0
"Nonparametric nonlinear","mfscreen",16,0.01,0.0120603015075377,0
"Nonparametric nonlinear","mfscreen",16,0.025,0.0291457286432161,0
"Nonparametric nonlinear","mfscreen",16,0.05,0.0492462311557789,1
"Nonparametric nonlinear","mfscreen",16,0.1,0.111557788944724,1
"Nonparametric nonlinear","mfscreen",16,0.2,0.22713567839196,1
"Nonparametric nonlinear","mfscreen",16,0.3,0.321608040201005,1
"Nonparametric nonlinear","Pearson SIS",16,0.001,0.00201005025125628,0
"Nonparametric nonlinear","Pearson SIS",16,0.005,0.00804020100502513,0
"Nonparametric nonlinear","Pearson SIS",16,0.01,0.0110552763819095,0
"Nonparametric nonlinear","Pearson SIS",16,0.025,0.0311557788944724,0
"Nonparametric nonlinear","Pearson SIS",16,0.05,0.0492462311557789,1
"Nonparametric nonlinear","Pearson SIS",16,0.1,0.115577889447236,1
"Nonparametric nonlinear","Pearson SIS",16,0.2,0.226130653266332,1
"Nonparametric nonlinear","Pearson SIS",16,0.3,0.323618090452261,1
"Nonparametric nonlinear","Spearman SIS",16,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",16,0.005,0.00703517587939699,0
"Nonparametric nonlinear","Spearman SIS",16,0.01,0.0120603015075377,0
"Nonparametric nonlinear","Spearman SIS",16,0.025,0.0261306532663317,0
"Nonparametric nonlinear","Spearman SIS",16,0.05,0.0452261306532663,0
"Nonparametric nonlinear","Spearman SIS",16,0.1,0.121608040201005,1
"Nonparametric nonlinear","Spearman SIS",16,0.2,0.233165829145729,1
"Nonparametric nonlinear","Spearman SIS",16,0.3,0.323618090452261,1
"Nonparametric nonlinear","mfscreen",17,0.001,0.00301507537688442,1
"Nonparametric nonlinear","mfscreen",17,0.005,0.00402010050251256,1
"Nonparametric nonlinear","mfscreen",17,0.01,0.00904522613065327,1
"Nonparametric nonlinear","mfscreen",17,0.025,0.0251256281407035,1
"Nonparametric nonlinear","mfscreen",17,0.05,0.0472361809045226,1
"Nonparametric nonlinear","mfscreen",17,0.1,0.0964824120603015,1
"Nonparametric nonlinear","mfscreen",17,0.2,0.18391959798995,1
"Nonparametric nonlinear","mfscreen",17,0.3,0.30251256281407,1
"Nonparametric nonlinear","Pearson SIS",17,0.001,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",17,0.005,0.0050251256281407,1
"Nonparametric nonlinear","Pearson SIS",17,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",17,0.025,0.0271356783919598,1
"Nonparametric nonlinear","Pearson SIS",17,0.05,0.0492462311557789,1
"Nonparametric nonlinear","Pearson SIS",17,0.1,0.0954773869346734,1
"Nonparametric nonlinear","Pearson SIS",17,0.2,0.186934673366834,1
"Nonparametric nonlinear","Pearson SIS",17,0.3,0.30251256281407,1
"Nonparametric nonlinear","Spearman SIS",17,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",17,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Spearman SIS",17,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Spearman SIS",17,0.025,0.0251256281407035,1
"Nonparametric nonlinear","Spearman SIS",17,0.05,0.0472361809045226,1
"Nonparametric nonlinear","Spearman SIS",17,0.1,0.109547738693467,1
"Nonparametric nonlinear","Spearman SIS",17,0.2,0.208040201005025,1
"Nonparametric nonlinear","Spearman SIS",17,0.3,0.308542713567839,1
"Nonparametric nonlinear","mfscreen",18,0.001,0,1
"Nonparametric nonlinear","mfscreen",18,0.005,0.00301507537688442,1
"Nonparametric nonlinear","mfscreen",18,0.01,0.00703517587939699,1
"Nonparametric nonlinear","mfscreen",18,0.025,0.0221105527638191,1
"Nonparametric nonlinear","mfscreen",18,0.05,0.0462311557788945,1
"Nonparametric nonlinear","mfscreen",18,0.1,0.0944723618090452,1
"Nonparametric nonlinear","mfscreen",18,0.2,0.193969849246231,1
"Nonparametric nonlinear","mfscreen",18,0.3,0.296482412060302,1
"Nonparametric nonlinear","Pearson SIS",18,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",18,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",18,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",18,0.025,0.0221105527638191,1
"Nonparametric nonlinear","Pearson SIS",18,0.05,0.0462311557788945,1
"Nonparametric nonlinear","Pearson SIS",18,0.1,0.0934673366834171,1
"Nonparametric nonlinear","Pearson SIS",18,0.2,0.193969849246231,1
"Nonparametric nonlinear","Pearson SIS",18,0.3,0.29748743718593,1
"Nonparametric nonlinear","Spearman SIS",18,0.001,0,1
"Nonparametric nonlinear","Spearman SIS",18,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Spearman SIS",18,0.01,0.00804020100502513,1
"Nonparametric nonlinear","Spearman SIS",18,0.025,0.0190954773869347,1
"Nonparametric nonlinear","Spearman SIS",18,0.05,0.0472361809045226,1
"Nonparametric nonlinear","Spearman SIS",18,0.1,0.0934673366834171,1
"Nonparametric nonlinear","Spearman SIS",18,0.2,0.185929648241206,1
"Nonparametric nonlinear","Spearman SIS",18,0.3,0.285427135678392,1
"Nonparametric nonlinear","mfscreen",19,0.001,0.00301507537688442,1
"Nonparametric nonlinear","mfscreen",19,0.005,0.00804020100502513,1
"Nonparametric nonlinear","mfscreen",19,0.01,0.0120603015075377,1
"Nonparametric nonlinear","mfscreen",19,0.025,0.0271356783919598,1
"Nonparametric nonlinear","mfscreen",19,0.05,0.0582914572864322,1
"Nonparametric nonlinear","mfscreen",19,0.1,0.106532663316583,1
"Nonparametric nonlinear","mfscreen",19,0.2,0.223115577889447,1
"Nonparametric nonlinear","mfscreen",19,0.3,0.316582914572864,1
"Nonparametric nonlinear","Pearson SIS",19,0.001,0.00301507537688442,1
"Nonparametric nonlinear","Pearson SIS",19,0.005,0.00703517587939699,1
"Nonparametric nonlinear","Pearson SIS",19,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",19,0.025,0.0271356783919598,1
"Nonparametric nonlinear","Pearson SIS",19,0.05,0.0603015075376884,1
"Nonparametric nonlinear","Pearson SIS",19,0.1,0.104522613065327,1
"Nonparametric nonlinear","Pearson SIS",19,0.2,0.219095477386935,1
"Nonparametric nonlinear","Pearson SIS",19,0.3,0.316582914572864,1
"Nonparametric nonlinear","Spearman SIS",19,0.001,0.00201005025125628,0
"Nonparametric nonlinear","Spearman SIS",19,0.005,0.00904522613065327,1
"Nonparametric nonlinear","Spearman SIS",19,0.01,0.0180904522613065,1
"Nonparametric nonlinear","Spearman SIS",19,0.025,0.0351758793969849,1
"Nonparametric nonlinear","Spearman SIS",19,0.05,0.0623115577889447,1
"Nonparametric nonlinear","Spearman SIS",19,0.1,0.110552763819095,1
"Nonparametric nonlinear","Spearman SIS",19,0.2,0.205025125628141,1
"Nonparametric nonlinear","Spearman SIS",19,0.3,0.303517587939699,1
"Nonparametric nonlinear","mfscreen",20,0.001,0.00100502512562814,0
"Nonparametric nonlinear","mfscreen",20,0.005,0.00603015075376884,0
"Nonparametric nonlinear","mfscreen",20,0.01,0.0120603015075377,0
"Nonparametric nonlinear","mfscreen",20,0.025,0.0261306532663317,1
"Nonparametric nonlinear","mfscreen",20,0.05,0.0562814070351759,1
"Nonparametric nonlinear","mfscreen",20,0.1,0.107537688442211,1
"Nonparametric nonlinear","mfscreen",20,0.2,0.198994974874372,1
"Nonparametric nonlinear","mfscreen",20,0.3,0.298492462311558,1
"Nonparametric nonlinear","Pearson SIS",20,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Pearson SIS",20,0.005,0.0050251256281407,0
"Nonparametric nonlinear","Pearson SIS",20,0.01,0.0100502512562814,0
"Nonparametric nonlinear","Pearson SIS",20,0.025,0.0251256281407035,1
"Nonparametric nonlinear","Pearson SIS",20,0.05,0.0552763819095477,1
"Nonparametric nonlinear","Pearson SIS",20,0.1,0.104522613065327,1
"Nonparametric nonlinear","Pearson SIS",20,0.2,0.193969849246231,1
"Nonparametric nonlinear","Pearson SIS",20,0.3,0.307537688442211,1
"Nonparametric nonlinear","Spearman SIS",20,0.001,0.00100502512562814,0
"Nonparametric nonlinear","Spearman SIS",20,0.005,0.00402010050251256,0
"Nonparametric nonlinear","Spearman SIS",20,0.01,0.0100502512562814,0
"Nonparametric nonlinear","Spearman SIS",20,0.025,0.0241206030150754,1
"Nonparametric nonlinear","Spearman SIS",20,0.05,0.0562814070351759,1
"Nonparametric nonlinear","Spearman SIS",20,0.1,0.10251256281407,1
"Nonparametric nonlinear","Spearman SIS",20,0.2,0.210050251256281,1
"Nonparametric nonlinear","Spearman SIS",20,0.3,0.31356783919598,1
"Nonparametric nonlinear","mfscreen",21,0.001,0,1
"Nonparametric nonlinear","mfscreen",21,0.005,0.0050251256281407,1
"Nonparametric nonlinear","mfscreen",21,0.01,0.0130653266331658,1
"Nonparametric nonlinear","mfscreen",21,0.025,0.0241206030150754,1
"Nonparametric nonlinear","mfscreen",21,0.05,0.0361809045226131,1
"Nonparametric nonlinear","mfscreen",21,0.1,0.0904522613065327,1
"Nonparametric nonlinear","mfscreen",21,0.2,0.197989949748744,1
"Nonparametric nonlinear","mfscreen",21,0.3,0.307537688442211,1
"Nonparametric nonlinear","Pearson SIS",21,0.001,0,1
"Nonparametric nonlinear","Pearson SIS",21,0.005,0.00603015075376884,1
"Nonparametric nonlinear","Pearson SIS",21,0.01,0.0100502512562814,1
"Nonparametric nonlinear","Pearson SIS",21,0.025,0.0251256281407035,1
"Nonparametric nonlinear","Pearson SIS",21,0.05,0.0351758793969849,1
"Nonparametric nonlinear","Pearson SIS",21,0.1,0.0944723618090452,1
"Nonparametric nonlinear","Pearson SIS",21,0.2,0.2,1
"Nonparametric nonlinear","Pearson SIS",21,0.3,0.310552763819095,1
"Nonparametric nonlinear","Spearman SIS",21,0.001,0.00100502512562814,1
"Nonparametric nonlinear","Spearman SIS",21,0.005,0.00301507537688442,1
"Nonparametric nonlinear","Spearman SIS",21,0.01,0.00703517587939699,1
"Nonparametric nonlinear","Spearman SIS",21,0.025,0.021105527638191,1
"Nonparametric nonlinear","Spearman SIS",21,0.05,0.0452261306532663,1
"Nonparametric nonlinear","Spearman SIS",21,0.1,0.106532663316583,1
"Nonparametric nonlinear","Spearman SIS",21,0.2,0.204020100502513,1
"Nonparametric nonlinear","Spearman SIS",21,0.3,0.291457286432161,1
"Nonparametric nonlinear","mfscreen",22,0.001,0.00301507537688442,0
"Nonparametric nonlinear","mfscreen",22,0.005,0.00703517587939699,0
"Nonparametric nonlinear","mfscreen",22,0.01,0.0120603015075377,1
"Nonparametric nonlinear","mfscreen",22,0.025,0.0281407035175879,1
"Nonparametric nonlinear","mfscreen",22,0.05,0.0542713567839196,1
"Nonparametric nonlinear","mfscreen",22,0.1,0.117587939698492,1
"Nonparametric nonlinear","mfscreen",22,0.2,0.228140703517588,1
"Nonparametric nonlinear","mfscreen",22,0.3,0.328643216080402,1
"Nonparametric nonlinear","Pearson SIS",22,0.001,0.00301507537688442,0
"Nonparametric nonlinear","Pearson SIS",22,0.005,0.00804020100502513,1
"Nonparametric nonlinear","Pearson SIS",22,0.01,0.0110552763819095,1
"Nonparametric nonlinear","Pearson SIS",22,0.025,0.0281407035175879,1
"Nonparametric nonlinear","Pearson SIS",22,0.05,0.0522613065326633,1
"Nonparametric nonlinear","Pearson SIS",22,0.1,0.118592964824121,1
"Nonparametric nonlinear","Pearson SIS",22,0.2,0.228140703517588,1
"Nonparametric nonlinear","Pearson SIS",22,0.3,0.324623115577889,1
"Nonparametric nonlinear","Spearman SIS",22,0.001,0.00301507537688442,0
"Nonparametric nonlinear","Spearman SIS",22,0.005,0.00804020100502513,0
"Nonparametric nonlinear","Spearman SIS",22,0.01,0.0150753768844221,0
"Nonparametric nonlinear","Spearman SIS",22,0.025,0.0351758793969849,0
