"model","method","replication","q","fpr","ssp"
"Parametric linear","mfscreen",19,0.3,0.334673366834171,1
"Parametric linear","Pearson SIS",19,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",19,0.005,0.00402010050251256,0
"Parametric linear","Pearson SIS",19,0.01,0.00904522613065327,0
"Parametric linear","Pearson SIS",19,0.025,0.0271356783919598,0
"Parametric linear","Pearson SIS",19,0.05,0.0482412060301508,0
"Parametric linear","Pearson SIS",19,0.1,0.0994974874371859,0
"Parametric linear","Pearson SIS",19,0.2,0.213065326633166,1
"Parametric linear","Pearson SIS",19,0.3,0.333668341708543,1
"Parametric linear","Spearman SIS",19,0.001,0.00100502512562814,0
"Parametric linear","Spearman SIS",19,0.005,0.00201005025125628,0
"Parametric linear","Spearman SIS",19,0.01,0.00703517587939699,0
"Parametric linear","Spearman SIS",19,0.025,0.0251256281407035,0
"Parametric linear","Spearman SIS",19,0.05,0.0542713567839196,0
"Parametric linear","Spearman SIS",19,0.1,0.101507537688442,0
"Parametric linear","Spearman SIS",19,0.2,0.209045226130653,0
"Parametric linear","Spearman SIS",19,0.3,0.32964824120603,1
"Parametric linear","mfscreen",20,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",20,0.005,0.0050251256281407,0
"Parametric linear","mfscreen",20,0.01,0.00703517587939699,0
"Parametric linear","mfscreen",20,0.025,0.0190954773869347,0
"Parametric linear","mfscreen",20,0.05,0.0422110552763819,1
"Parametric linear","mfscreen",20,0.1,0.0904522613065327,1
"Parametric linear","mfscreen",20,0.2,0.201005025125628,1
"Parametric linear","mfscreen",20,0.3,0.290452261306533,1
"Parametric linear","Pearson SIS",20,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",20,0.005,0.0050251256281407,0
"Parametric linear","Pearson SIS",20,0.01,0.00804020100502513,0
"Parametric linear","Pearson SIS",20,0.025,0.0170854271356784,1
"Parametric linear","Pearson SIS",20,0.05,0.0422110552763819,1
"Parametric linear","Pearson SIS",20,0.1,0.0884422110552764,1
"Parametric linear","Pearson SIS",20,0.2,0.2,1
"Parametric linear","Pearson SIS",20,0.3,0.289447236180905,1
"Parametric linear","Spearman SIS",20,0.001,0.00100502512562814,0
"Parametric linear","Spearman SIS",20,0.005,0.00301507537688442,0
"Parametric linear","Spearman SIS",20,0.01,0.00603015075376884,0
"Parametric linear","Spearman SIS",20,0.025,0.0150753768844221,0
"Parametric linear","Spearman SIS",20,0.05,0.0351758793969849,0
"Parametric linear","Spearman SIS",20,0.1,0.100502512562814,1
"Parametric linear","Spearman SIS",20,0.2,0.192964824120603,1
"Parametric linear","Spearman SIS",20,0.3,0.278391959798995,1
"Parametric linear","mfscreen",21,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",21,0.005,0.0050251256281407,0
"Parametric linear","mfscreen",21,0.01,0.0130653266331658,0
"Parametric linear","mfscreen",21,0.025,0.0281407035175879,1
"Parametric linear","mfscreen",21,0.05,0.0522613065326633,1
"Parametric linear","mfscreen",21,0.1,0.103517587939698,1
"Parametric linear","mfscreen",21,0.2,0.219095477386935,1
"Parametric linear","mfscreen",21,0.3,0.32964824120603,1
"Parametric linear","Pearson SIS",21,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",21,0.005,0.00402010050251256,0
"Parametric linear","Pearson SIS",21,0.01,0.0120603015075377,0
"Parametric linear","Pearson SIS",21,0.025,0.0291457286432161,1
"Parametric linear","Pearson SIS",21,0.05,0.050251256281407,1
"Parametric linear","Pearson SIS",21,0.1,0.104522613065327,1
"Parametric linear","Pearson SIS",21,0.2,0.213065326633166,1
"Parametric linear","Pearson SIS",21,0.3,0.331658291457286,1
"Parametric linear","Spearman SIS",21,0.001,0.00100502512562814,0
"Parametric linear","Spearman SIS",21,0.005,0.00804020100502513,0
"Parametric linear","Spearman SIS",21,0.01,0.0120603015075377,0
"Parametric linear","Spearman SIS",21,0.025,0.0281407035175879,0
"Parametric linear","Spearman SIS",21,0.05,0.0492462311557789,0
"Parametric linear","Spearman SIS",21,0.1,0.103517587939698,1
"Parametric linear","Spearman SIS",21,0.2,0.217085427135678,1
"Parametric linear","Spearman SIS",21,0.3,0.332663316582915,1
"Parametric linear","mfscreen",22,0.001,0,0
"Parametric linear","mfscreen",22,0.005,0.0050251256281407,0
"Parametric linear","mfscreen",22,0.01,0.00904522613065327,0
"Parametric linear","mfscreen",22,0.025,0.0241206030150754,0
"Parametric linear","mfscreen",22,0.05,0.0492462311557789,0
"Parametric linear","mfscreen",22,0.1,0.112562814070352,0
"Parametric linear","mfscreen",22,0.2,0.218090452261307,0
"Parametric linear","mfscreen",22,0.3,0.309547738693467,1
"Parametric linear","Pearson SIS",22,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",22,0.005,0.0050251256281407,0
"Parametric linear","Pearson SIS",22,0.01,0.00804020100502513,0
"Parametric linear","Pearson SIS",22,0.025,0.0231155778894472,0
"Parametric linear","Pearson SIS",22,0.05,0.0512562814070352,0
"Parametric linear","Pearson SIS",22,0.1,0.111557788944724,0
"Parametric linear","Pearson SIS",22,0.2,0.217085427135678,0
"Parametric linear","Pearson SIS",22,0.3,0.306532663316583,1
"Parametric linear","Spearman SIS",22,0.001,0,0
"Parametric linear","Spearman SIS",22,0.005,0.00804020100502513,0
"Parametric linear","Spearman SIS",22,0.01,0.0120603015075377,0
"Parametric linear","Spearman SIS",22,0.025,0.0291457286432161,0
"Parametric linear","Spearman SIS",22,0.05,0.0482412060301508,0
"Parametric linear","Spearman SIS",22,0.1,0.104522613065327,0
"Parametric linear","Spearman SIS",22,0.2,0.195979899497487,0
"Parametric linear","Spearman SIS",22,0.3,0.31356783919598,1
"Parametric linear","mfscreen",23,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",23,0.005,0.00603015075376884,0
"Parametric linear","mfscreen",23,0.01,0.0130653266331658,1
"Parametric linear","mfscreen",23,0.025,0.0371859296482412,1
"Parametric linear","mfscreen",23,0.05,0.0633165829145729,1
"Parametric linear","mfscreen",23,0.1,0.115577889447236,1
"Parametric linear","mfscreen",23,0.2,0.214070351758794,1
"Parametric linear","mfscreen",23,0.3,0.314572864321608,1
"Parametric linear","Pearson SIS",23,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",23,0.005,0.0050251256281407,0
"Parametric linear","Pearson SIS",23,0.01,0.014070351758794,1
"Parametric linear","Pearson SIS",23,0.025,0.0331658291457286,1
"Parametric linear","Pearson SIS",23,0.05,0.0623115577889447,1
"Parametric linear","Pearson SIS",23,0.1,0.118592964824121,1
"Parametric linear","Pearson SIS",23,0.2,0.214070351758794,1
"Parametric linear","Pearson SIS",23,0.3,0.315577889447236,1
"Parametric linear","Spearman SIS",23,0.001,0.00201005025125628,0
"Parametric linear","Spearman SIS",23,0.005,0.00703517587939699,0
"Parametric linear","Spearman SIS",23,0.01,0.0110552763819095,0
"Parametric linear","Spearman SIS",23,0.025,0.0281407035175879,1
"Parametric linear","Spearman SIS",23,0.05,0.0693467336683417,1
"Parametric linear","Spearman SIS",23,0.1,0.121608040201005,1
"Parametric linear","Spearman SIS",23,0.2,0.224120603015075,1
"Parametric linear","Spearman SIS",23,0.3,0.324623115577889,1
"Parametric linear","mfscreen",24,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",24,0.005,0.00402010050251256,0
"Parametric linear","mfscreen",24,0.01,0.0100502512562814,0
"Parametric linear","mfscreen",24,0.025,0.0281407035175879,0
"Parametric linear","mfscreen",24,0.05,0.050251256281407,1
"Parametric linear","mfscreen",24,0.1,0.105527638190955,1
"Parametric linear","mfscreen",24,0.2,0.213065326633166,1
"Parametric linear","mfscreen",24,0.3,0.310552763819095,1
"Parametric linear","Pearson SIS",24,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",24,0.005,0.0050251256281407,0
"Parametric linear","Pearson SIS",24,0.01,0.0100502512562814,0
"Parametric linear","Pearson SIS",24,0.025,0.0311557788944724,0
"Parametric linear","Pearson SIS",24,0.05,0.0512562814070352,1
"Parametric linear","Pearson SIS",24,0.1,0.103517587939698,1
"Parametric linear","Pearson SIS",24,0.2,0.21105527638191,1
"Parametric linear","Pearson SIS",24,0.3,0.309547738693467,1
"Parametric linear","Spearman SIS",24,0.001,0,0
"Parametric linear","Spearman SIS",24,0.005,0.00100502512562814,0
"Parametric linear","Spearman SIS",24,0.01,0.0100502512562814,0
"Parametric linear","Spearman SIS",24,0.025,0.0251256281407035,0
"Parametric linear","Spearman SIS",24,0.05,0.0582914572864322,0
"Parametric linear","Spearman SIS",24,0.1,0.104522613065327,1
"Parametric linear","Spearman SIS",24,0.2,0.21608040201005,1
"Parametric linear","Spearman SIS",24,0.3,0.306532663316583,1
"Parametric linear","mfscreen",25,0.001,0,0
"Parametric linear","mfscreen",25,0.005,0.00603015075376884,1
"Parametric linear","mfscreen",25,0.01,0.0100502512562814,1
"Parametric linear","mfscreen",25,0.025,0.0261306532663317,1
"Parametric linear","mfscreen",25,0.05,0.0482412060301508,1
"Parametric linear","mfscreen",25,0.1,0.0994974874371859,1
"Parametric linear","mfscreen",25,0.2,0.198994974874372,1
"Parametric linear","mfscreen",25,0.3,0.305527638190955,1
"Parametric linear","Pearson SIS",25,0.001,0,0
"Parametric linear","Pearson SIS",25,0.005,0.00603015075376884,1
"Parametric linear","Pearson SIS",25,0.01,0.00904522613065327,1
"Parametric linear","Pearson SIS",25,0.025,0.0251256281407035,1
"Parametric linear","Pearson SIS",25,0.05,0.0492462311557789,1
"Parametric linear","Pearson SIS",25,0.1,0.100502512562814,1
"Parametric linear","Pearson SIS",25,0.2,0.204020100502513,1
"Parametric linear","Pearson SIS",25,0.3,0.305527638190955,1
"Parametric linear","Spearman SIS",25,0.001,0.00100502512562814,0
"Parametric linear","Spearman SIS",25,0.005,0.00703517587939699,1
"Parametric linear","Spearman SIS",25,0.01,0.0100502512562814,1
"Parametric linear","Spearman SIS",25,0.025,0.0251256281407035,1
"Parametric linear","Spearman SIS",25,0.05,0.0522613065326633,1
"Parametric linear","Spearman SIS",25,0.1,0.0974874371859296,1
"Parametric linear","Spearman SIS",25,0.2,0.191959798994975,1
"Parametric linear","Spearman SIS",25,0.3,0.303517587939699,1
"Parametric linear","mfscreen",26,0.001,0.00100502512562814,1
"Parametric linear","mfscreen",26,0.005,0.00603015075376884,1
"Parametric linear","mfscreen",26,0.01,0.00804020100502513,1
"Parametric linear","mfscreen",26,0.025,0.0251256281407035,1
"Parametric linear","mfscreen",26,0.05,0.0522613065326633,1
"Parametric linear","mfscreen",26,0.1,0.0974874371859296,1
"Parametric linear","mfscreen",26,0.2,0.214070351758794,1
"Parametric linear","mfscreen",26,0.3,0.322613065326633,1
"Parametric linear","Pearson SIS",26,0.001,0.00100502512562814,1
"Parametric linear","Pearson SIS",26,0.005,0.00603015075376884,1
"Parametric linear","Pearson SIS",26,0.01,0.00904522613065327,1
"Parametric linear","Pearson SIS",26,0.025,0.0221105527638191,1
"Parametric linear","Pearson SIS",26,0.05,0.0492462311557789,1
"Parametric linear","Pearson SIS",26,0.1,0.100502512562814,1
"Parametric linear","Pearson SIS",26,0.2,0.212060301507538,1
"Parametric linear","Pearson SIS",26,0.3,0.323618090452261,1
"Parametric linear","Spearman SIS",26,0.001,0.00201005025125628,1
"Parametric linear","Spearman SIS",26,0.005,0.0050251256281407,1
"Parametric linear","Spearman SIS",26,0.01,0.00703517587939699,1
"Parametric linear","Spearman SIS",26,0.025,0.0261306532663317,1
"Parametric linear","Spearman SIS",26,0.05,0.0492462311557789,1
"Parametric linear","Spearman SIS",26,0.1,0.105527638190955,1
"Parametric linear","Spearman SIS",26,0.2,0.215075376884422,1
"Parametric linear","Spearman SIS",26,0.3,0.307537688442211,1
"Parametric linear","mfscreen",27,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",27,0.005,0.00603015075376884,0
"Parametric linear","mfscreen",27,0.01,0.0130653266331658,0
"Parametric linear","mfscreen",27,0.025,0.0281407035175879,1
"Parametric linear","mfscreen",27,0.05,0.0532663316582915,1
"Parametric linear","mfscreen",27,0.1,0.103517587939698,1
"Parametric linear","mfscreen",27,0.2,0.197989949748744,1
"Parametric linear","mfscreen",27,0.3,0.288442211055276,1
"Parametric linear","Pearson SIS",27,0.001,0.00201005025125628,0
"Parametric linear","Pearson SIS",27,0.005,0.00603015075376884,0
"Parametric linear","Pearson SIS",27,0.01,0.0120603015075377,0
"Parametric linear","Pearson SIS",27,0.025,0.0261306532663317,1
"Parametric linear","Pearson SIS",27,0.05,0.0532663316582915,1
"Parametric linear","Pearson SIS",27,0.1,0.105527638190955,1
"Parametric linear","Pearson SIS",27,0.2,0.197989949748744,1
"Parametric linear","Pearson SIS",27,0.3,0.290452261306533,1
"Parametric linear","Spearman SIS",27,0.001,0.00201005025125628,0
"Parametric linear","Spearman SIS",27,0.005,0.00703517587939699,0
"Parametric linear","Spearman SIS",27,0.01,0.0120603015075377,0
"Parametric linear","Spearman SIS",27,0.025,0.0311557788944724,0
"Parametric linear","Spearman SIS",27,0.05,0.0532663316582915,1
"Parametric linear","Spearman SIS",27,0.1,0.0974874371859296,1
"Parametric linear","Spearman SIS",27,0.2,0.189949748743719,1
"Parametric linear","Spearman SIS",27,0.3,0.290452261306533,1
"Parametric linear","mfscreen",28,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",28,0.005,0.00301507537688442,1
"Parametric linear","mfscreen",28,0.01,0.00804020100502513,1
"Parametric linear","mfscreen",28,0.025,0.0261306532663317,1
"Parametric linear","mfscreen",28,0.05,0.0542713567839196,1
"Parametric linear","mfscreen",28,0.1,0.106532663316583,1
"Parametric linear","mfscreen",28,0.2,0.190954773869347,1
"Parametric linear","mfscreen",28,0.3,0.300502512562814,1
"Parametric linear","Pearson SIS",28,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",28,0.005,0.00301507537688442,1
"Parametric linear","Pearson SIS",28,0.01,0.00703517587939699,1
"Parametric linear","Pearson SIS",28,0.025,0.0261306532663317,1
"Parametric linear","Pearson SIS",28,0.05,0.0512562814070352,1
"Parametric linear","Pearson SIS",28,0.1,0.108542713567839,1
"Parametric linear","Pearson SIS",28,0.2,0.192964824120603,1
"Parametric linear","Pearson SIS",28,0.3,0.300502512562814,1
"Parametric linear","Spearman SIS",28,0.001,0.00100502512562814,0
"Parametric linear","Spearman SIS",28,0.005,0.00402010050251256,0
"Parametric linear","Spearman SIS",28,0.01,0.0120603015075377,1
"Parametric linear","Spearman SIS",28,0.025,0.0281407035175879,1
"Parametric linear","Spearman SIS",28,0.05,0.0482412060301508,1
"Parametric linear","Spearman SIS",28,0.1,0.107537688442211,1
"Parametric linear","Spearman SIS",28,0.2,0.203015075376884,1
"Parametric linear","Spearman SIS",28,0.3,0.298492462311558,1
"Parametric linear","mfscreen",29,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",29,0.005,0.0050251256281407,0
"Parametric linear","mfscreen",29,0.01,0.0150753768844221,0
"Parametric linear","mfscreen",29,0.025,0.0261306532663317,0
"Parametric linear","mfscreen",29,0.05,0.0542713567839196,0
"Parametric linear","mfscreen",29,0.1,0.10251256281407,1
"Parametric linear","mfscreen",29,0.2,0.208040201005025,1
"Parametric linear","mfscreen",29,0.3,0.308542713567839,1
"Parametric linear","Pearson SIS",29,0.001,0,0
"Parametric linear","Pearson SIS",29,0.005,0.00402010050251256,0
"Parametric linear","Pearson SIS",29,0.01,0.0130653266331658,0
"Parametric linear","Pearson SIS",29,0.025,0.0261306532663317,0
"Parametric linear","Pearson SIS",29,0.05,0.0562814070351759,0
"Parametric linear","Pearson SIS",29,0.1,0.10251256281407,1
"Parametric linear","Pearson SIS",29,0.2,0.207035175879397,1
"Parametric linear","Pearson SIS",29,0.3,0.308542713567839,1
"Parametric linear","Spearman SIS",29,0.001,0,0
"Parametric linear","Spearman SIS",29,0.005,0.00100502512562814,0
"Parametric linear","Spearman SIS",29,0.01,0.0050251256281407,0
"Parametric linear","Spearman SIS",29,0.025,0.0241206030150754,0
"Parametric linear","Spearman SIS",29,0.05,0.0522613065326633,0
"Parametric linear","Spearman SIS",29,0.1,0.106532663316583,1
"Parametric linear","Spearman SIS",29,0.2,0.21105527638191,1
"Parametric linear","Spearman SIS",29,0.3,0.317587939698492,1
"Parametric linear","mfscreen",30,0.001,0.00301507537688442,0
"Parametric linear","mfscreen",30,0.005,0.00703517587939699,0
"Parametric linear","mfscreen",30,0.01,0.0110552763819095,0
"Parametric linear","mfscreen",30,0.025,0.0281407035175879,1
"Parametric linear","mfscreen",30,0.05,0.0522613065326633,1
"Parametric linear","mfscreen",30,0.1,0.0954773869346734,1
"Parametric linear","mfscreen",30,0.2,0.195979899497487,1
"Parametric linear","mfscreen",30,0.3,0.290452261306533,1
"Parametric linear","Pearson SIS",30,0.001,0.00301507537688442,0
"Parametric linear","Pearson SIS",30,0.005,0.00703517587939699,0
"Parametric linear","Pearson SIS",30,0.01,0.0110552763819095,0
"Parametric linear","Pearson SIS",30,0.025,0.0271356783919598,0
"Parametric linear","Pearson SIS",30,0.05,0.0512562814070352,1
"Parametric linear","Pearson SIS",30,0.1,0.0964824120603015,1
"Parametric linear","Pearson SIS",30,0.2,0.194974874371859,1
"Parametric linear","Pearson SIS",30,0.3,0.295477386934673,1
"Parametric linear","Spearman SIS",30,0.001,0.00301507537688442,0
"Parametric linear","Spearman SIS",30,0.005,0.00703517587939699,0
"Parametric linear","Spearman SIS",30,0.01,0.0100502512562814,0
"Parametric linear","Spearman SIS",30,0.025,0.0261306532663317,0
"Parametric linear","Spearman SIS",30,0.05,0.0522613065326633,1
"Parametric linear","Spearman SIS",30,0.1,0.0914572864321608,1
"Parametric linear","Spearman SIS",30,0.2,0.184924623115578,1
"Parametric linear","Spearman SIS",30,0.3,0.295477386934673,1
"Parametric linear","mfscreen",31,0.001,0,0
"Parametric linear","mfscreen",31,0.005,0.00804020100502513,0
"Parametric linear","mfscreen",31,0.01,0.0110552763819095,0
"Parametric linear","mfscreen",31,0.025,0.0251256281407035,0
"Parametric linear","mfscreen",31,0.05,0.0492462311557789,0
"Parametric linear","mfscreen",31,0.1,0.10251256281407,0
"Parametric linear","mfscreen",31,0.2,0.215075376884422,1
"Parametric linear","mfscreen",31,0.3,0.310552763819095,1
"Parametric linear","Pearson SIS",31,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",31,0.005,0.00703517587939699,0
"Parametric linear","Pearson SIS",31,0.01,0.0100502512562814,0
"Parametric linear","Pearson SIS",31,0.025,0.0231155778894472,0
"Parametric linear","Pearson SIS",31,0.05,0.0522613065326633,0
"Parametric linear","Pearson SIS",31,0.1,0.101507537688442,0
"Parametric linear","Pearson SIS",31,0.2,0.212060301507538,1
